nombre_cliente,apellido_cliente,nombre_pais,nombre_subcategoria,descripcion_subcategoria,nombre_producto,fecha_fabricacion,descripcion_producto,fecha,cantidad_producto,precio_unitario,iva_cobrado,subtotal,total
Aurora,Davis,Ecuador,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,aged-water,2020-12-03,Macetas,2007-01-15,5,12.09,7.25,60.45,67.70
Scarlett,Bell,Ecuador,Han-Kengai,Este estilo de bonsái se caracteriza por el tronco inclinado hacia abajo,wandering-sea,2006-02-20,Bonsai,2014-10-14,5,205.51,123.31,1027.55,1150.86
Scarlett,Bell,Ecuador,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,red-pond,2020-10-28,Herramientas,2014-10-14,2,9.63,2.31,19.26,21.57
Savannah,Bailey,Unite Estates,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,polished-smoke,2020-12-26,Sustrato,2001-02-16,1,6.04,0.72,6.04,6.76
Savannah,Bailey,Unite Estates,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,icy-wood,1982-05-12,Macetas,2001-02-16,1,483.56,58.03,483.56,541.59
Savannah,Bailey,Unite Estates,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,solitary-water,2020-02-16,Herramientas,2001-02-16,5,9.63,5.78,48.15,53.93
Lila,Anderson,Sweden,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,snowy-breeze,2020-05-22,Herramientas,2017-02-19,3,9.63,3.47,28.89,32.36
Lila,Anderson,Sweden,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,ancient-shadow,1981-03-18,Macetas,2017-02-19,2,507.74,121.86,1015.48,1137.34
Lila,Anderson,Sweden,Vermiculita,Es un sustrato similar a la perlita,wispy-violet,2020-09-14,Sustrato,2017-02-19,4,6.04,2.90,24.16,27.06
Lila,Anderson,Sweden,Akadama,Un sustrato japonés hecho de arcilla volcánica,red-lake,2021-12-02,Sustrato,2017-02-19,1,6.04,0.72,6.04,6.76
Lila,Anderson,Sweden,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,spring-cherry,1995-06-03,Macetas,2017-02-19,5,326.40,195.84,1632.00,1827.84
Julia,Rodriguez,Sweden,Kabudachi,"Es un estilo de bonsái que se cultiva con varios troncos, lo que le da una apariencia de bosque.",dawn-glitter,1988-10-24,Bonsai,2009-03-03,1,411.03,49.32,411.03,460.35
Julia,Rodriguez,Sweden,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,broken-sun,2020-02-03,Macetas,2009-03-03,5,12.09,7.25,60.45,67.70
Julia,Rodriguez,Sweden,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,black-river,2020-08-05,Macetas,2009-03-03,4,12.09,5.80,48.36,54.16
Julia,Rodriguez,Sweden,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,white-fire,1992-03-26,Macetas,2009-03-03,2,374.76,89.94,749.52,839.46
Julia,Rodriguez,Sweden,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,twilight-star,2020-03-24,Herramientas,2009-03-03,2,9.63,2.31,19.26,21.57
Adam,Lee,Sweden,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,twilight-wood,2020-08-09,Herramientas,2019-05-14,2,9.63,2.31,19.26,21.57
Valentina,Cook,Unite Estates,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,solitary-flower,2020-02-26,Herramientas,2017-06-16,3,9.63,3.47,28.89,32.36
Isabella,Webb,Ecuador,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,icy-glitter,2020-07-22,Herramientas,2003-08-29,4,9.63,4.62,38.52,43.14
Isabella,Webb,Ecuador,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,snowy-sky,2020-03-02,Herramientas,2003-08-29,5,9.63,5.78,48.15,53.93
Isabella,Webb,Ecuador,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,holy-brook,2021-09-18,Herramientas,2003-08-29,5,9.63,5.78,48.15,53.93
Isabella,Webb,Ecuador,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,wild-bird,2020-07-13,Herramientas,2003-08-29,2,9.63,2.31,19.26,21.57
Joshua,Miller,Unite Kingdom,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,patient-dew,2021-04-21,Sustrato,2001-10-09,4,6.04,2.90,24.16,27.06
Joshua,Miller,Unite Kingdom,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,dark-bird,2020-11-18,Macetas,2001-10-09,3,12.09,4.35,36.27,40.62
Nicholas,Roberts,Ecuador,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,long-butterfly,2021-01-17,Herramientas,2013-01-02,1,9.63,1.16,9.63,10.79
Nicholas,Roberts,Ecuador,Kiryuzuna,También conocido como arena de río,delicate-wood,2021-02-20,Sustrato,2013-01-02,2,6.04,1.45,12.08,13.53
Christian,Allen,Unite Estates,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,wild-star,2020-09-29,Herramientas,2016-06-26,4,9.63,4.62,38.52,43.14
Christian,Allen,Unite Estates,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,quiet-river,1995-06-28,Macetas,2016-06-26,1,326.40,39.17,326.40,365.57
Jackson,Reed,Colombia,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,blue-wood,2020-12-31,Herramientas,2004-07-13,1,9.63,1.16,9.63,10.79
Jackson,Reed,Colombia,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,icy-pond,2021-09-25,Herramientas,2004-07-13,2,9.63,2.31,19.26,21.57
Olivia,Edwards,Sweden,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,billowing-glade,2021-05-27,Herramientas,2014-03-26,3,9.63,3.47,28.89,32.36
Olivia,Edwards,Sweden,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,crimson-water,2020-10-26,Sustrato,2014-03-26,1,6.04,0.72,6.04,6.76
Olivia,Edwards,Sweden,Moyogi,"Es el estilo más común de bonsái, caracterizado por un tronco recto y una corona simétrica.",floral-glade,2004-07-03,Bonsai,2014-03-26,1,217.60,26.11,217.60,243.71
Elijah,Rodriguez,Colombia,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,summer-pond,2021-04-09,Herramientas,2016-04-19,3,9.63,3.47,28.89,32.36
Elijah,Rodriguez,Colombia,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,little-glade,2020-08-20,Sustrato,2016-04-19,3,6.04,2.17,18.12,20.29
Elijah,Rodriguez,Colombia,Akadama,Un sustrato japonés hecho de arcilla volcánica,wandering-voice,2021-07-26,Sustrato,2016-04-19,1,6.04,0.72,6.04,6.76
Vivienne,Perez,Sweden,Tierra para macetas,es un sustrato común que se puede utilizar para bonsáis. Es una mezcla de tierra,damp-rain,2020-02-02,Sustrato,2019-06-16,4,6.04,2.90,24.16,27.06
Gabriel,Baker,Sweden,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,proud-resonance,2020-05-25,Herramientas,2018-09-04,1,9.63,1.16,9.63,10.79
Gabriel,Baker,Sweden,Fukinagashi,"Se refiere a un bonsái con ramas que se inclinan en una dirección, como si estuvieran siendo sopladas por el viento.
",ancient-tree,2012-05-27,Bonsai,2018-09-04,3,120.89,43.52,362.67,406.19
Gabriel,Baker,Sweden,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,white-darkness,2021-01-17,Macetas,2018-09-04,4,12.09,5.80,48.36,54.16
Gabriel,Baker,Sweden,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,weathered-field,2020-06-25,Macetas,2018-09-04,5,12.09,7.25,60.45,67.70
Gabriel,Baker,Sweden,Sphagnum moss,Es un tipo de musgo que se utiliza a menudo como sustrato para bonsáis. Tiene una capacidad de retención de agua muy alta y ayuda a mantener las raíces húmedas,falling-sea,2020-01-17,Sustrato,2018-09-04,1,6.04,0.72,6.04,6.76
Jason,Martin,Ecuador,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,aged-snowflake,2021-05-12,Herramientas,2008-03-07,1,9.63,1.16,9.63,10.79
Jason,Martin,Ecuador,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,crimson-water,2020-10-26,Sustrato,2008-03-07,3,6.04,2.17,18.12,20.29
Jason,Martin,Ecuador,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,empty-bush,2021-04-07,Herramientas,2008-03-07,2,9.63,2.31,19.26,21.57
Jason,Martin,Ecuador,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,restless-butterfly,2020-07-17,Herramientas,2008-03-07,1,9.63,1.16,9.63,10.79
Jason,Martin,Ecuador,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,solitary-dream,2020-03-02,Herramientas,2008-03-07,3,9.63,3.47,28.89,32.36
Ava,Wells,Unite Kingdom,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,long-sky,2020-07-03,Macetas,2004-01-14,3,12.09,4.35,36.27,40.62
Ava,Wells,Unite Kingdom,Sphagnum moss,Es un tipo de musgo que se utiliza a menudo como sustrato para bonsáis. Tiene una capacidad de retención de agua muy alta y ayuda a mantener las raíces húmedas,cold-meadow,2020-09-16,Sustrato,2004-01-14,3,6.04,2.17,18.12,20.29
Ava,Wells,Unite Kingdom,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,falling-silence,2021-01-03,Herramientas,2004-01-14,1,9.63,1.16,9.63,10.79
Ava,Wells,Unite Kingdom,Akadama,Un sustrato japonés hecho de arcilla volcánica,bitter-paper,2020-05-07,Sustrato,2004-01-14,2,6.04,1.45,12.08,13.53
Stella,Edwards,Colombia,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,polished-voice,2020-08-07,Herramientas,2014-01-26,5,9.63,5.78,48.15,53.93
Stella,Edwards,Colombia,Sierra,se utilizan para cortar ramas gruesas de un bonsái,fragrant-glitter,2021-07-28,Herramientas,2014-01-26,3,9.63,3.47,28.89,32.36
Stella,Edwards,Colombia,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,red-lake,2021-11-12,Macetas,2014-01-26,1,12.09,1.45,12.09,13.54
Emma,Gutierrez,Sweden,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,broken-fire,2021-07-19,Herramientas,2017-11-01,4,9.63,4.62,38.52,43.14
Valentina,Anderson,Colombia,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,dawn-sun,2020-02-26,Macetas,2018-08-24,1,12.09,1.45,12.09,13.54
Wyatt,Nelson,Colombia,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,withered-sunset,2021-11-12,Herramientas,2019-12-16,3,9.63,3.47,28.89,32.36
Wyatt,Nelson,Colombia,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,crimson-flower,2021-09-12,Macetas,2019-12-16,3,12.09,4.35,36.27,40.62
Wyatt,Nelson,Colombia,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,restless-butterfly,2020-07-17,Herramientas,2019-12-16,1,9.63,1.16,9.63,10.79
Wyatt,Nelson,Colombia,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,snowy-hill,2020-07-29,Herramientas,2019-12-16,3,9.63,3.47,28.89,32.36
Stella,Edwards,Colombia,Akadama,Un sustrato japonés hecho de arcilla volcánica,wild-meadow,2020-12-15,Sustrato,2014-01-26,2,6.04,1.45,12.08,13.53
Michael,Taylor,Unite Kingdom,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,weathered-water,2020-11-10,Herramientas,2020-02-17,4,9.63,4.62,38.52,43.14
Michael,Taylor,Unite Kingdom,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,morning-rain,2021-01-14,Sustrato,2020-02-17,1,6.04,0.72,6.04,6.76
Mason,Lee,Unite Estates,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,bitter-wood,2021-01-22,Macetas,2019-02-27,4,12.09,5.80,48.36,54.16
Mason,Lee,Unite Estates,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,young-cherry,2021-11-20,Herramientas,2019-02-27,5,9.63,5.78,48.15,53.93
Mason,Lee,Unite Estates,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,crimson-cherry,2020-09-23,Herramientas,2019-02-27,3,9.63,3.47,28.89,32.36
Audrey,Smith,Sweden,Vermiculita,Es un sustrato similar a la perlita,green-brook,2021-11-13,Sustrato,2020-12-27,4,6.04,2.90,24.16,27.06
Easton,Henry,Unite Kingdom,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,aged-fog,2020-06-29,Sustrato,2006-02-10,2,6.04,1.45,12.08,13.53
Easton,Henry,Unite Kingdom,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,bold-sunset,2020-05-09,Herramientas,2006-02-10,3,9.63,3.47,28.89,32.36
Easton,Henry,Unite Kingdom,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,divine-feather,2020-06-06,Sustrato,2006-02-10,3,6.04,2.17,18.12,20.29
Lucy,Lee,Ecuador,Akadama,Un sustrato japonés hecho de arcilla volcánica,wild-meadow,2020-12-15,Sustrato,2018-12-27,5,6.04,3.62,30.20,33.82
Lucy,Lee,Ecuador,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,quiet-flower,2020-05-25,Macetas,2018-12-27,2,12.09,2.90,24.18,27.08
Lucy,Lee,Ecuador,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,withered-sunset,2021-11-12,Herramientas,2018-12-27,4,9.63,4.62,38.52,43.14
Caleb,Hunter,Ecuador,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,rough-fog,2020-08-14,Sustrato,2014-11-23,4,6.04,2.90,24.16,27.06
Caleb,Hunter,Ecuador,Akadama,Un sustrato japonés hecho de arcilla volcánica,spring-flower,2020-07-28,Sustrato,2014-11-23,4,6.04,2.90,24.16,27.06
Caleb,Hunter,Ecuador,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,wispy-lake,2021-08-01,Herramientas,2014-11-23,2,9.63,2.31,19.26,21.57
Caleb,Hunter,Ecuador,Kiryuzuna,También conocido como arena de río,hidden-shadow,2020-04-16,Sustrato,2014-11-23,5,6.04,3.62,30.20,33.82
Caleb,Hunter,Ecuador,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,autumn-mountain,2020-10-19,Herramientas,2014-11-23,2,9.63,2.31,19.26,21.57
David,Crawford,Sweden,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,nameless-water,2021-11-02,Macetas,2015-12-04,2,12.09,2.90,24.18,27.08
David,Crawford,Sweden,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,wispy-feather,2021-01-16,Herramientas,2015-12-04,2,9.63,2.31,19.26,21.57
Gemma,Carter,Ecuador,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,withered-meadow,2021-03-26,Herramientas,2016-12-15,2,9.63,2.31,19.26,21.57
Gemma,Carter,Ecuador,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,broken-violet,2021-11-11,Macetas,2016-12-15,1,12.09,1.45,12.09,13.54
Isaac,Perez,Unite Kingdom,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,floral-surf,2020-12-22,Macetas,2017-08-04,2,12.09,2.90,24.18,27.08
Isaac,Perez,Unite Kingdom,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,weathered-water,2020-11-10,Herramientas,2017-08-04,3,9.63,3.47,28.89,32.36
Mason,Lee,Unite Estates,Sierra,se utilizan para cortar ramas gruesas de un bonsái,hidden-violet,2021-12-09,Herramientas,2008-10-30,2,9.63,2.31,19.26,21.57
Mason,Lee,Unite Estates,Kiryuzuna,También conocido como arena de río,old-leaf,2021-05-24,Sustrato,2008-10-30,1,6.04,0.72,6.04,6.76
Grace,Hicks,Colombia,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,empty-resonance,2020-04-05,Herramientas,2013-10-30,4,9.63,4.62,38.52,43.14
Grace,Hicks,Colombia,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,young-cherry,2021-11-20,Herramientas,2013-10-30,1,9.63,1.16,9.63,10.79
Grace,Hicks,Colombia,Alicate,se utilizan para ajustar y cortar el alambre que se usa para dar forma a un bonsái,bold-lake,2021-03-27,Herramientas,2013-10-30,2,9.63,2.31,19.26,21.57
Grace,Hicks,Colombia,Perlita,Es un sustrato de origen volcánico muy ligero que se utiliza a menudo en mezclas de sustratos para bonsáis. Tiene una capacidad de retención de agua moderada y ayuda a mejorar la aireación del sustrato,lingering-flower,2021-01-14,Sustrato,2013-10-30,4,6.04,2.90,24.16,27.06
Grace,Hicks,Colombia,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,holy-brook,2021-09-18,Herramientas,2013-10-30,3,9.63,3.47,28.89,32.36
Olivia,Perez,Colombia,Akadama,Un sustrato japonés hecho de arcilla volcánica,throbbing-violet,2021-05-20,Sustrato,2022-06-20,2,6.04,1.45,12.08,13.53
Samuel,Johnson,Unite Estates,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,cool-dream,2020-12-11,Herramientas,2021-05-31,2,9.63,2.31,19.26,21.57
Samuel,Johnson,Unite Estates,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,muddy-star,2021-11-23,Macetas,2021-05-31,5,12.09,7.25,60.45,67.70
Maya,Gonzalez,Colombia,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,solitary-field,2021-06-30,Sustrato,2005-10-23,3,6.04,2.17,18.12,20.29
Maya,Gonzalez,Colombia,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,dawn-darkness,2021-09-27,Macetas,2005-10-23,3,12.09,4.35,36.27,40.62
Nathaniel,Gutierrez,Unite Kingdom,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,lively-paper,2021-03-04,Herramientas,2014-08-09,5,9.63,5.78,48.15,53.93
Nathaniel,Gutierrez,Unite Kingdom,Sierra,se utilizan para cortar ramas gruesas de un bonsái,summer-water,2020-01-15,Herramientas,2014-08-09,5,9.63,5.78,48.15,53.93
Zachary,Reed,Unite Kingdom,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,withered-night,2020-04-04,Sustrato,2010-05-21,4,6.04,2.90,24.16,27.06
Zachary,Reed,Unite Kingdom,Alicate,se utilizan para ajustar y cortar el alambre que se usa para dar forma a un bonsái,proud-surf,2020-12-16,Herramientas,2010-05-21,4,9.63,4.62,38.52,43.14
Zachary,Reed,Unite Kingdom,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,shy-glade,2020-11-20,Macetas,2010-05-21,3,12.09,4.35,36.27,40.62
Liam,Morales,Sweden,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,bold-smoke,1986-08-21,Macetas,2014-08-15,2,435.20,104.45,870.40,974.85
Liam,Morales,Sweden,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,cold-forest,2020-12-23,Macetas,2014-08-15,4,12.09,5.80,48.36,54.16
Liam,Morales,Sweden,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,solitary-dream,2020-03-02,Herramientas,2014-08-15,3,9.63,3.47,28.89,32.36
Joshua,Mason,Colombia,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,hidden-dawn,2020-09-29,Herramientas,2021-03-14,3,9.63,3.47,28.89,32.36
Ryan,Turner,Sweden,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,twilight-wood,2021-03-18,Sustrato,2009-04-22,2,6.04,1.45,12.08,13.53
Ryan,Turner,Sweden,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,snowy-sky,2020-03-02,Herramientas,2009-04-22,3,9.63,3.47,28.89,32.36
Ryan,Turner,Sweden,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,polished-waterfall,2020-11-04,Herramientas,2009-04-22,3,9.63,3.47,28.89,32.36
Ryan,Turner,Sweden,Kiryuzuna,También conocido como arena de río,shy-sea,2020-03-07,Sustrato,2009-04-22,1,6.04,0.72,6.04,6.76
Sadie,Scott,Ecuador,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,twilight-wood,2021-03-18,Sustrato,2003-11-11,4,6.04,2.90,24.16,27.06
Sadie,Scott,Ecuador,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,throbbing-waterfall,2020-04-17,Herramientas,2003-11-11,1,9.63,1.16,9.63,10.79
Sadie,Scott,Ecuador,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,long-butterfly,2021-01-17,Herramientas,2003-11-11,5,9.63,5.78,48.15,53.93
Sadie,Scott,Ecuador,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,white-waterfall,2021-04-18,Herramientas,2003-11-11,4,9.63,4.62,38.52,43.14
Hazel,Tucker,Ecuador,Perlita,Es un sustrato de origen volcánico muy ligero que se utiliza a menudo en mezclas de sustratos para bonsáis. Tiene una capacidad de retención de agua moderada y ayuda a mejorar la aireación del sustrato,crimson-shape,2021-01-14,Sustrato,2019-12-22,1,6.04,0.72,6.04,6.76
Alexander,Collins,Sweden,Sierra,se utilizan para cortar ramas gruesas de un bonsái,summer-water,2020-01-15,Herramientas,2005-05-07,1,9.63,1.16,9.63,10.79
Jaxon,Miller,Colombia,Kiryuzuna,También conocido como arena de río,icy-smoke,2021-06-06,Sustrato,2012-04-01,5,6.04,3.62,30.20,33.82
Jaxon,Miller,Colombia,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,weathered-pine,2020-06-10,Sustrato,2012-04-01,4,6.04,2.90,24.16,27.06
Jaxon,Miller,Colombia,Akadama,Un sustrato japonés hecho de arcilla volcánica,empty-star,2020-01-17,Sustrato,2012-04-01,3,6.04,2.17,18.12,20.29
Jaxon,Miller,Colombia,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,broken-snow,2020-11-28,Herramientas,2012-04-01,1,9.63,1.16,9.63,10.79
Luna,Stevens,Sweden,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,white-bird,2021-10-18,Herramientas,2012-06-13,1,9.63,1.16,9.63,10.79
Luna,Stevens,Sweden,Yose-ue,Es un estilo de bonsái que involucra varios árboles plantados juntos en un solo recipiente para crear un efecto de bosque.,bold-brook,1986-01-28,Bonsai,2012-06-13,3,447.29,161.02,1341.87,1502.89
Luna,Stevens,Sweden,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,small-glitter,2020-10-04,Macetas,2012-06-13,1,12.09,1.45,12.09,13.54
Luna,Stevens,Sweden,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,holy-sky,2020-04-27,Macetas,2012-06-13,4,12.09,5.80,48.36,54.16
Jonathan,Bell,Colombia,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,autumn-surf,2020-02-01,Herramientas,2009-04-29,5,9.63,5.78,48.15,53.93
Jonathan,Bell,Colombia,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,autumn-star,1982-08-22,Macetas,2009-04-29,4,483.56,232.11,1934.24,2166.35
Jonathan,Bell,Colombia,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,autumn-sun,2021-03-17,Sustrato,2009-04-29,2,6.04,1.45,12.08,13.53
Jonathan,Bell,Colombia,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,delicate-sun,2020-11-08,Herramientas,2009-04-29,5,9.63,5.78,48.15,53.93
Jonathan,Bell,Colombia,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,sparkling-meadow,2020-07-07,Macetas,2009-04-29,1,12.09,1.45,12.09,13.54
Caroline,Perez,Sweden,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,red-pond,2020-10-28,Herramientas,2015-10-01,3,9.63,3.47,28.89,32.36
Caroline,Perez,Sweden,Yose-ue,Es un estilo de bonsái que involucra varios árboles plantados juntos en un solo recipiente para crear un efecto de bosque.,bold-brook,1986-01-28,Bonsai,2015-10-01,3,447.29,161.02,1341.87,1502.89
Caroline,Perez,Sweden,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,weathered-glitter,2021-11-02,Macetas,2015-10-01,1,12.09,1.45,12.09,13.54
Caroline,Perez,Sweden,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,withered-morning,2020-07-20,Macetas,2015-10-01,4,12.09,5.80,48.36,54.16
